title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Mieterversammlung,2015,N/A,30 min,Drama,Iain Dilthey,"Hans W. Geissendörfer (creator), Catrin Lüth","Daniela Bette, Irene Fischer, Erkan Gündüz, Joachim Hermann Luger",N/A,N/A,N/A,N/A,N/A,N/A,tt5073078,N/A
Everybody Loves Raymond,1996,TV-PG,41 min,Documentary,N/A,N/A,N/A,"A fascinating in-depth look at the hit family sitcom, Everbody Loves Raymond (1996), includes behind-the-scenes clips and photos. Heartfelt comments from star Raymond Romano, a majority of the cast as well as the show's creator, P...",N/A,N/A,N/A,N/A,N/A,tt5073092,N/A
The Spock Resonance,2015,TV-PG,19 min,"Comedy, Romance",Nikki Lorre,"Chuck Lorre, Bill Prady, Steven Molaro","Johnny Galecki, Jim Parsons, Kaley Cuoco","While being interviewed for a documentary about Spock from Star Trek (1966), Sheldon struggles to suppress his emotions about his recent break-up from Amy. Meanwhile, Howard and Bernadette butt heads over renovating his mother's h...",English,United States,N/A,7.9,3350,tt5073156,N/A
The Story Behind: Home Improvement,2015,TV-PG,42 min,Documentary,N/A,N/A,"Tim Allen, Andy Cadiff, Carmen Finestra",Tim Allen discusses Home Improvement (1991) and writers and directors talk about the show's popularity. Included: cast and crew members' reactions to Jonathan Taylor Thomas' early departure from the series.,N/A,N/A,N/A,N/A,N/A,tt5073164,N/A
The Resurrection,2015,TV-PG,43 min,"Documentary, Adventure, Reality-TV",N/A,N/A,"Sue Aikens, James Franzo, Agnes Hailstone",Sue returns to Kavik after her injury. Glenn goes on a hunt. Jessie preps his fish wheel for summer. The Hailstones set up camp in a new location.,N/A,N/A,N/A,N/A,16,tt5073170,N/A
Undercover,2016–,N/A,N/A,"Action, Crime, Thriller",N/A,N/A,"Tom Sizemore, Weston Cage Coppola, Jesse Kove",N/A,English,United States,N/A,8.3,25,tt5073268,N/A
Consider the Source,2015–,N/A,N/A,"Documentary, Family",N/A,N/A,"Morgan Spurlock, Andrew Huculiak","Orange juice, cheese, denim, bottled water, soap, salt - all things we use on a daily basis. But where do all of these things come from and how are they made? This is a show that goes where no show has gone before. Directly to the source.",English,United States,N/A,N/A,21,tt5073282,N/A
After Circus,2015,N/A,78 min,Documentary,Viveka Melki,Michael Allcock,"Joseph Dominick Bauer Jr., Dorita Estes, Walter E. Estes","Dolly Jacob grabs hold of two long straps dangling down from the shadows of the big top. She hoists herself up...and begins to fly. From 50 feet below, what the audience can't see are the lines on Dolly's smiling face. Few of us have ever given a second thought as to what happens to these artists 'off the wire' after they've spent their lives entertaining and inspiring us. This film takes a unique look at a tightly drawn community in Sarasota, Florida, one with a deep value system that seems almost out of place today. With humour and warmth, these bigger-than-life characters are determined to support each other through thick and thin, at a time when they need it most: the end of their careers as Circus performers. When the march of time forces them to step out of the ring, After Circus depicts how performers survive without their lifeblood of the glittering spotlight and fervent applause.","English, French",Canada,N/A,N/A,11,tt5073300,N/A
Mayer Biye,2015,N/A,136 min,"Comedy, Drama","Abhijit Guha, Sudeshna Roy","Padmanabha Dasgupta, Abhijit Guha, Sudeshna Roy","Sabyasachi Chakrabarty, Sreelekha Mitra, Saayoni Ghosh","A contemporary look at the mother-daughter relationship! Mayer Biye deals with the mother-daughter relationship, where Sreelekha Mitra plays a single mother who struggled to bring up her daughter. The daughter (Saayoni Ghosh), though close to her mother, is busy with her studies, her boyfriend and her social life. But, she realizes that her mother is lonely, and would be left alone once she leaves for higher studies. So, she devises a plan to marry off her mother, which leads to a series of events, ranging from the ridiculous to the sublime. Mayer Biye mostly deals with the mother-daughter relationship, yet it raises several important questions too: do girls also miss their father's support ? In today's world how open are we vis a vis our parents? How do we view them, how much time do we give them? Are we aware of their needs or are we too selfish and too involved with our own lives?",Bengali,India,N/A,6.0,127,tt5073310,N/A
Dragon Ball Z: The Legacy of Goku II,2003,N/A,N/A,"Action, Adventure, Fantasy",N/A,"Gerry Swanson (dialogue), Akira Toriyama (manga)",N/A,N/A,English,USA,N/A,N/A,N/A,tt5073364,N/A
Reverse,2015,N/A,10 min,"Short, Comedy, Drama","Mariángela Beba Guzmán, Francisco Mercado Torres","Mariángela Beba Guzmán, Matías Novoa, Francisco Mercado Torres",Matías Novoa,"REVERSE is the story of Pablo, a 35 year old man who seeks to reverse his present. He faces obstacles of a reality that feels distant; his daily life is a constant reminder of the social prejudices. 'Who said life would be easy?'",Spanish,Mexico,N/A,N/A,11,tt5073394,N/A
Death After Pancakes,2016,N/A,13 min,Short,Sofia Garza-Barba,Sofia Garza-Barba,"Michael Keeley, Dennis Leski, Tyler Mazzei","Imaginative and innocent 8-year-old Oliver witnesses his grandfather having a heart attack while camping in the backyard. As his grandma calls the rest of the family to spill the shocking news that her husband is at death's door, and while waiting for the ambulance to arrive, Death personified appears in front of Oliver's eyes, wanting to take his grandfather away. After smartly fighting Death to give his Grandfather more time, Death gives Oliver 10 minutes to have one last moment with his Grandfather. When the timer starts, Grandpa wakes up and Oliver has to ignore all of Death's distractions in order to enjoy one last moment with Grandpa. This short film explores the innocent mind of this young boy, fear of death, and acceptance in life through magical realism.",English,United States,3 wins & 1 nomination,N/A,13,tt5073396,N/A
Milk Men: The Life and Times of Dairy Farmers,2015,TV-14,76 min,Documentary,Jan Haaken,Jan Haaken,N/A,"As the global economics of dairy farming has winnowed out most small and medium-sized dairies, the surviving farmers confront pressures to intensify production, even as they find that getting bigger presents new problems.",English,"United States, Canada",N/A,8.3,23,tt5073400,N/A
Danger Mouse Begins... Again,2015,N/A,23 min,"Animation, Action, Adventure",Robert Cullen,"Ben Ward, Reid Harrison, Howard Read","Alexander Armstrong, Kevin Eldon, Stephen Fry",Danger Mouse is fired by Colonel K after destroying the whole of London and bankrupting the Secret Service. He is immediately replaced by mechanical Safety Mice invented by the reformed Baron Silas Greenback.,N/A,N/A,N/A,N/A,37,tt5073404,N/A
Bump Classique,2015,N/A,4 min,"Animation, Short, Comedy",Ben Wheele,N/A,N/A,The sad and sorry splatter death of a balloon man,English,United Kingdom,N/A,N/A,13,tt5073414,N/A
Greenfinger,2015,N/A,11 min,"Animation, Action, Adventure","Robert Cullen, Simon Hall","Mark Oswin, James Griffiths, Ben Ward","Alexander Armstrong, Kevin Eldon, Stephen Fry","While Professor Squawkencluck is away at the Chicken's of Rock Festival, a small plant in her laboratory grows into a Vicious Scrub and engulfs the entire world because Danger Mouse insists on taking care of it.",N/A,N/A,N/A,N/A,24,tt5073418,N/A
Danger at C Level,2015,N/A,11 min,"Animation, Action, Adventure","Robert Cullen, Simon Hall","Nathan Cockerill, Ben Ward, Reid Harrison","Alexander Armstrong, Kevin Eldon, Stephen Fry","Penfold insists on a mission free holiday, so DM agrees to go on a cruise. But Baron Greenback has made a machine that morphs ordinary sea creatures into terrifying sea monsters and holds the world ransom.",N/A,N/A,N/A,N/A,27,tt5073420,N/A
Planet of the Toilets,2015,N/A,11 min,"Animation, Action, Adventure","Robert Cullen, Simon Hall","Jimmy Hibbert, Nick Ostler, Roger Stennett","Alexander Armstrong, Kevin Eldon, Stephen Fry",Penfold accidentally drops an Aritificial Intelligence Quantum computer chip into a toilet at the Annual Conference of Genius Inventors. This causes it to come alive and start a revolting revolution.,N/A,N/A,N/A,N/A,24,tt5073424,N/A
Big Head Awakens,2015,N/A,11 min,"Animation, Action, Adventure","Robert Cullen, Simon Hall","Andrew Burrell, Ben Ward, Reid Harrison","Alexander Armstrong, Kevin Eldon, Stephen Fry","Fed up with Danger Mouse always breaking her gadgets, Professor Squawkencluck has invented HEAD (Headquarters Electronic Assault Defender) security system. But 'Big Head' soon starts to take over all security of Great Britain.",N/A,N/A,N/A,N/A,22,tt5073428,N/A
Pink Dawn,2015,N/A,11 min,"Animation, Action, Adventure","Robert Cullen, Simon Hall","Jimmy Hibbert, Nick Ostler, Mark Huckerby","Alexander Armstrong, Kevin Eldon, Stephen Fry","A little girl called Dawn has won a competition to spend a day in Professor Squawkencluck's lab. After she and her teddy bear, Mr. Snuggles, fall into a vat of personality amplifying mind gel, Dawn is granted special powers to tur...",N/A,N/A,N/A,N/A,24,tt5073430,N/A
The World Wide Spider,2015,N/A,11 min,"Animation, Action, Adventure","Robert Cullen, Simon Hall","Ben Ward, Brian Trueman","Alexander Armstrong, Kevin Eldon, Stephen Fry","When Penfold disturbs the World Wide spiderweb that provides the Internet, the giant spider that constructed it becomes angry and attacks the Earth. Unfortunately, Danger Mouse has arachnophobia.",N/A,N/A,N/A,N/A,22,tt5073434,N/A
The Other Day the Earth Stood Still,2015,N/A,11 min,"Animation, Action, Adventure","Robert Cullen, Simon Hall","Rob Sprackling, Johnny Smith, Ben Ward","Alexander Armstrong, Kevin Eldon, Stephen Fry","Red traffic lights pop up all around the world, stopping everyone and everything in their tracks. It's all part of Baron von Greenback's plan to stop the Earth spinning, causing everything to float into space due to a lack of grav...",N/A,N/A,N/A,N/A,19,tt5073436,N/A
Welcome to Danger World!,2015,N/A,11 min,"Animation, Action, Adventure","Robert Cullen, Simon Hall","Ben Ward, Reid Harrison, Brian Trueman","Alexander Armstrong, Kevin Eldon, Stephen Fry",Danger Mouse becomes an intergalactic idol thanks to Alien promoter Quark and extra terrestrials begin flocking to the Earth watch him perform.,N/A,N/A,N/A,N/A,16,tt5073438,N/A
Jeopardy Mouse,2015,N/A,11 min,"Animation, Action, Adventure","Robert Cullen, Simon Hall","Ben Ward, Brian Trueman","Alexander Armstrong, Kevin Eldon, Stephen Fry","Greenback has stolen a Tectonic Plate Spinner from the U.S. government that can move an entire country to a different location with the touch of a button. Danger Mouse has to work together with his female American counterpart, Jeo...",N/A,N/A,N/A,N/A,18,tt5073444,N/A
The Bottom Line,2015,TV-PG,43 min,"Documentary, Adventure, Reality-TV",N/A,N/A,"Sue Aikens, James Franzo, Agnes Hailstone",Sue runs into problems when preparing for new clients. Glenn travels to an abandoned cabin. Jessie sets up his summer fishing camp. The Hailstones start collecting their favorite summer foods.,N/A,N/A,N/A,N/A,8,tt5073454,N/A
Alyas Joker: Sigue-Sigue 22 Commando,1992,N/A,N/A,Action,Cesar S.B. Abella,"Carmelita Del Mundo, Ruben Rustia","Baldo Marro, Bernard Bonnin, Sylvia Sanchez",N/A,"Filipino, Tagalog",Philippines,N/A,N/A,N/A,tt5073468,N/A
Catch of the Day,2015,N/A,87 min,"Crime, Drama, Mystery",Mike Smith,Greg McGee,"Neill Rea, Fern Sutherland, Pana Hema Taylor","When a severed human hand is discovered in a crayfisherman's catch, Shepherd and his team need to discover whose it is and whether its owner is still alive.",English,New Zealand,N/A,7.7,331,tt5073476,N/A
Blood Pink,2015,N/A,88 min,"Crime, Drama, Mystery",Joshua Frizzell,Timothy Balme,"Neill Rea, Fern Sutherland, Pana Hema Taylor","A touring musician is found electrocuted in what initially looks to be a suicide. As Shepherd investigates, he finds things are murkier than they first appeared.",English,New Zealand,N/A,7.7,307,tt5073478,N/A
"Srecno, Orlo!",2016,N/A,15 min,"Short, Drama, Family",Sara Kern,Sara Kern,"Tin Vulovic, Primoz Pirnat, Tin Marn","As his parents mourn the loss of his baby sibling, Orlo does what he thinks is necessary to repair his family. However, even the best intentions can lead to questionable decisions.",Slovenian,"Slovenia, Croatia, Austria",5 wins & 20 nominations,8.1,35,tt5073484,N/A
Snaaks Genoeg,2016,N/A,95 min,Comedy,David Moore,N/A,"Casper de Vries, Tobie Cronje, Sandra Prinsloo",N/A,"Afrikaans, English",South Africa,N/A,N/A,9,tt5073486,N/A
Perverse Instantiation: Part One,2016,TV-14,41 min,"Action, Drama, Sci-Fi",Ed Fraiman,"Jason Rothenberg, Mallory Kass, Aaron Ginsburg","Eliza Taylor, Paige Turco, Bob Morley",Clarke finds hope in a place she never expected. Alie's master plan begins to coalesce.,English,United States,N/A,7.7,6840,tt5073498,N/A
Bobbejaan,2015,N/A,65 min,Documentary,Benny Vandendriessche,"Tom Schoepen, Benny Vandendriessche",Bobbejaan Schoepen,N/A,Dutch,Belgium,N/A,6.9,22,tt5073518,N/A
20añero a los 40,2016,N/A,N/A,Comedy,N/A,Sergio Díaz,"Francisco Pérez-Bannen, Tamara Acosta, Pablo Macaya","After being in a coma for 27 years Pancho Bustamante wakes up in a different body and a world he doesn't remember. Fascinated by the political, social and technological changes that happened during this time he's also disappointed because the future is not exactly what he expected.",Spanish,Chile,N/A,5.9,32,tt5073524,N/A
Hubble 3D: Deep Space,2015,N/A,N/A,"Short, Sci-Fi",N/A,N/A,N/A,N/A,English,Portugal,N/A,N/A,N/A,tt5073536,N/A
John McCain/Yo-Yo Ma/Misty Copeland,2015,N/A,N/A,"Comedy, Talk-Show",Jim Hoskinson,"Opus Moreschi, Michael Brumm, Nate Charny","Stephen Colbert, John McCain, Yo-Yo Ma",Sen. John McCain (R-Ariz.); cellist Yo-Yo Ma; a performance by ballerina Misty Copeland.,N/A,N/A,N/A,N/A,44,tt5073574,N/A
Cate Blanchett/Airbnb CEO Brian Chesky,2015,N/A,N/A,"Comedy, Talk-Show",Jim Hoskinson,"Opus Moreschi, Michael Brumm, Nate Charny","Stephen Colbert, Cate Blanchett, Brian Chesky",Cate Blanchett (Truth (2015)); Airbnb CEO Brian Chesky; Dartmonth College football dummy.,N/A,N/A,N/A,N/A,40,tt5073590,N/A
The Current,2015,N/A,11 min,"Short, Drama",Eamonn Murphy,"Emmet Kelly, Eamonn Murphy","Emmet Kelly, Nicole Poletti, Éinne Ó'Connachtáin",Two men realise their lives are heading in different directions and must come to terms with their unannounced feelings for each other.,English,Ireland,N/A,N/A,N/A,tt5073592,N/A
Bill Clinton/Billy Eichner/Florence and the Machine,2015,N/A,N/A,"Comedy, Talk-Show",Jim Hoskinson,"Opus Moreschi, Michael Brumm, Nate Charny","Stephen Colbert, Bill Clinton, Billy Eichner",Bill Clinton; comedian Billy Eichner (Parks and Recreation (2009) and Difficult People (2015)). Also: Florence and the Machine perform.,N/A,N/A,N/A,N/A,48,tt5073596,N/A
"Un Dia Diferente, Una Canción",2013,N/A,39 min,"Drama, Family, Music","Lucas Gil, Jorge Nisco, Martín Saban","Solange Keoleyan, Sebastián Parrotta, Sol Clemente","Diego Ramos, Tini Stoessel, Jorge Blanco",Violetta moves to her new home and finds she has a love for music her dad disobeys music because her mother was a musician and had passed away so violleta joins a music school in secret without her dad knowing This causes love drama healing and lots of music,Spanish,Argentina,N/A,N/A,N/A,tt5073600,N/A
The Modern Project,2016,N/A,82 min,"Comedy, Drama",Anton Källrot,"Anton Källrot, Ylva Olaison, Jonathan Silén","Jonathan Silén, Ylva Olaison, Sally Palmquist Procopé","""The Modern project"" is about this phenomenon of the isolated group.There is no real reference to the outer world and the rules seem to be made up as they go along. It's a film about the search for the meaning of life, and people that make an honest attempt to find it, even if they have no clear direction in where to go.",Swedish,Sweden,1 nomination,6.6,40,tt5073612,N/A
Below Her Mouth,2016,Not Rated,94 min,"Drama, Romance",April Mullen,Stephanie Fabrizi,"Erika Linder, Natalie Krill, Sebastian Pigott","Set over three days; two very different women who fall in love with each other. Jasmine is a successful fashion editor living with her fiancé in Toronto. On a Friday night while out in the city with her best friend Claire, she meets Dallas, a female roofer recently out of a relationship. Surprised by the confidence with which the two very different women connect, Jasmine becomes infatuated with the mysterious woman who is working with a crew on the house next door to hers. The chance meeting soon turns into desire that ignites in Jasmine when she becomes more acquainted with Dallas which leads her to accompany Dallas to her low-rent loft where the two women soon engage in passionate sex. As much as she struggles with her feelings over being sexually involved with another woman, she fears her tryst with Dallas might ruin her engagement with her fiancé should it ever become known.",English,Canada,1 nomination total,5.5,"15,227",tt5073620,42
Il ragno la mosca,2005,N/A,N/A,"Short, Comedy",Emanuele Scaringi,"Johnny Palomba, Emanuele Scaringi","Marco Giallini, Valerio Mastandrea, Rolando Ravello",N/A,Italian,Italy,N/A,N/A,5,tt5073622,N/A
The Dragonfly Storm,2002,N/A,15 min,"Short, Mystery",Shahram Mokri,Shahram Mokri,"Hasan Baghbani, Saman Hatami, Sima Ramezani","A man gets out of his car to enter his apartment. The woman next door pulls her head out of one of the floors and asks her to turn on the electricity when she enters. The man goes to his house after connecting the fuse, but finds that the door is half open. He enters the house and calls his daughter. He is looking for his daughter. He enters the girl's room and is confronted with an incredible scene and .",Persian,Iran,N/A,6.1,54,tt5073624,N/A
Limits of the Circle,2005,N/A,15 min,Short,Shahram Mokri,Shahram Mokri,N/A,N/A,Persian,Iran,N/A,6.5,60,tt5073632,N/A
Color Out of Space,2019,Unrated,111 min,"Horror, Mystery, Sci-Fi",Richard Stanley,"H.P. Lovecraft, Richard Stanley, Scarlett Amaris","Nicolas Cage, Joely Richardson, Madeleine Arthur","A story of cosmic terror about The Gardners, a family who moves to a remote farmstead in rural New England to escape the hustle of the 21st century. They are busy adapting to their new life when a meteorite crashes into their front yard. The mysterious aerolite seems to melt into the earth, infecting both the land and the properties of space-time with a strange, otherworldly color. To their horror, the Gardner family discover that this alien force is gradually mutating every life form that it touches...including them.",English,"United States, Malaysia, Portugal",11 wins & 17 nominations total,6.1,"62,423",tt5073642,70
How Brat 2 Was Shot,2000,N/A,N/A,Documentary,"Tobin Auber, Vladimir Nepevny","Tobin Auber, Vladimir Nepevny",N/A,N/A,Russian,Russia,N/A,N/A,15,tt5073646,N/A
Ando-C,2007,N/A,15 min,Short,Shahram Mokri,Shahram Mokri,"Ali Amjadian, Ehsan Eyvazinejad, Setareh Jabari",N/A,Persian,Iran,N/A,N/A,39,tt5073648,N/A
Married by Christmas,2016,TV-PG,87 min,"Comedy, Romance",Letia Clouston,"Ali Spuck, Casie Tabanou","Jes Macallan, Coby Ryan McLaughlin, April Bowlby",A high-level executive must find herself a husband before Christmas in order to inherit a fortune.,English,United States,N/A,5.5,"1,472",tt5073652,N/A
Jamillah and Aladdin,2015–,N/A,N/A,"Adventure, Family, Fantasy",N/A,N/A,"Wilson Mbomio, Blossom Campbell, Joe Vaz",Jamillah is the seventh daughter of a seventh son in the 21st Century. One day her grandfather tells her about a special chest in his attic. She opens it and finds an old lamp. She rubs it and an ancient genie appears. He asks her for a wish. She replies that she wants adventure. He grants it by taking her back to the time of Aladdin. There begins a series of adventures....,English,United Kingdom,N/A,5.5,52,tt5073676,N/A
Lung II,2016,N/A,74 min,"Horror, Mystery, Thriller",Phil Stevens,Phil Stevens,"Phil Stevens, Bryant W. Lohr Sr., David Chopping","Enveloped in decay and the butchered remnants of a troubled and blood-soaked past, a disoriented man meanders through the woods. Guided by grotesque hallucinations of a tormented existence and pale memories of death and retribution, more and more, the young vessel's muted anger ensnares him in a seemingly familiar realm of dark visions, where right and wrong coexist with his rabid desire to inflict pain. But, here, in the unforgiving and inescapable purgatory of a disturbed mind, oblivion is not the means to salvation. Is truth so ugly that the only escape is an intangible but beautiful lie?",English,United States,N/A,5.3,131,tt5073690,N/A
I Do,2015,TV-14,41 min,Reality-TV,N/A,N/A,"Mimi Faust, Rasheeda, Karlie Redd","Momma Dee's royal wedding day arrives, but her children may not show up for her crowning moment. Margeaux reveals a secret to Nikko that turns his world upside down. Stevie makes a big decision and surprises Mimi with a propositio...",English,N/A,N/A,N/A,8,tt5073706,N/A
Chemsex,2015,N/A,83 min,Documentary,"William Fairman, Max Gogarty",N/A,David Stuart,"In hidden basements, bedrooms and bars across London, ""Chemsex"" is a documentary that exposes frankly and intimately a dark side to modern gay life. Traversing an underworld of intravenous drug use and weekend-long sex parties, ""Chemsex"" tells the story of several men struggling to make it out of 'the scene' alive - and one health worker who has made it his mission to save them. While society looks the other way, this powerful and unflinching film uncovers a group of men battling with HIV, drug addiction and finding acceptance in a changing world.",English,United Kingdom,1 nomination,6.6,718,tt5073738,N/A
Episode #1.1,2012,Not Rated,42 min,Romance,Sultana Siddiqui,Umera Ahmed,"Waseem Abbas, Khalid Ahmed, Hina Khawaja Bayat","The pessimistic Kashaf has worked diligently at her university exams, while the aristocratic Zaroon has little on his mind except women.",N/A,N/A,N/A,N/A,43,tt5073740,N/A
BA Transfer Business Video Tour,2013,N/A,N/A,"Short, News",Atchuthan Jaganathan,Atchuthan Jaganathan,"Kumud Pant, Danny Howard",N/A,English,UK,N/A,N/A,N/A,tt5073742,N/A
Snervous Tyler Oakley,2015,PG-13,82 min,Documentary,Amy Rice,N/A,"Korey Kuhl, Vinny Grosso, Luke Cutforth","After eight years of sharing snippets of his life online, see the intimate truth of Tyler Oakley's relationship with family, followers and fame on his sold out international tour.",English,United States,N/A,5.5,482,tt5073746,N/A
All at Once,2016,TV-MA,112 min,Drama,Jon Abrahams,Michael Testone,"Jon Abrahams, Martin Abrahams, Med Abrous","A young up and coming artist in New York city has his life and dreams forever altered when the tragic events of 9/11 take the lives of his two best friends and he accepts guardianship of the couple's two young daughters. Now eleven years later, and teaching art at an elementary school, he raises the girls as if they were his own, but the financial grind to live in NYC is too much, so he decides to take the girls away from the only place they've ever called home and move back to Buffalo where he grew up. This ""non-traditional"" family now faced with change, new surroundings, and a new journey, must learn how to adjust to this new life, while trying to find themselves along the way.",English,United States,3 wins,6.1,460,tt5073756,N/A
Bible Black Only,2005–2006,X,58 min,"Animation, Short, Adult",Hamuo,Sei Shoujo,"Miyabi Kurosaki, Haruna Kanbayashi, Kaori Mine",The three episodes (referred to as volumes) are a collection of short erotic side stories that take place around the events of the first series.,Japanese,Japan,N/A,5.3,34,tt5073760,N/A
Running on Empty,2015,TV-PG,43 min,"Documentary, Adventure, Reality-TV",N/A,N/A,"Sue Aikens, James Franzo, Agnes Hailstone",Sue's nephew visits Kavik. Glenn scouts for sheep. Jessie puts his fish wheel in the water. The Hailstones go on a seal hunt.,N/A,N/A,N/A,N/A,9,tt5073762,N/A
Kirikou découvre les animaux d'Afrique,2007,N/A,60 min,"Documentary, Animation",Jean-François Bordier,Jean-François Bordier,"Mathis Cano, Umban U'kset",N/A,French,France,N/A,N/A,N/A,tt5073776,N/A
The Johnny Ghoulash Halloween Special,2015,N/A,32 min,Horror,John Migliore,"John Migliore, Matt Patterson","Zac Amico, Steve Barton, Mike Christopher, John Cross","The Johnny Ghoulash Halloween Special is a mix of horror, comedy and music in the same vein as variety shows of days gone by.",English,Canada,N/A,N/A,N/A,tt5073786,N/A
Arts and Crafts,2016,N/A,14 min,"Short, Drama, Family",Nina Gielen,Nina Gielen,"Adam Keane, Dylan Chalfy, Morgan Priester","Ten-year-old Misha desperately wants his dead mother to return to him, but all his efforts to bring her back have failed - so far.",English,United States,1 win & 1 nomination,7.6,14,tt5073792,N/A
Horror Punks: They Came from the Grave Vol. 1,2011,N/A,N/A,Horror,"Creep Creepersin, Nick Sanford",N/A,"Creep Creepersin, Mongrel, Christophe Murdock",N/A,English,USA,N/A,N/A,N/A,tt5073800,N/A
Red Flag,2015,TV-PG,43 min,"Documentary, Adventure, Reality-TV",N/A,N/A,"Sue Aikens, James Franzo, Agnes Hailstone","Sue works to get her food supply ready in preparation for incoming clients. Glenn fishes for pike. Jessie has motor issues while fishing for salmon. When bad weather hits, the Hailstones must secure their camp.",N/A,N/A,N/A,N/A,11,tt5073810,N/A
Orphan is the New Orange,2015,N/A,16 min,"Short, Comedy",Alethea Root,Jennifer Sorenson,"Jennifer Sorenson, Brian Letscher, Patrick Stafford","When the Leda Clones of 'Orphan Black' break the law, they get sent to the D.I.P.",English,United States,N/A,8.3,10,tt5073824,N/A
Hercule Satan VS Dan Hibiki,2015,N/A,N/A,"Animation, Action, Comedy",Nick Cramer,Nick Cramer,"Ben Singer, Chad James, Chris Guerrero, Alejandro Saab",They're the greatest fighters in the history of the world - or so they say. Which of these wimpy warriors will walk away the winner?,N/A,N/A,N/A,8.9,8,tt5073854,N/A
Bunnies,2002,N/A,1 min,"Animation, Short, Comedy","Jakob Schuh, Saschka Unseld",N/A,N/A,N/A,N/A,Germany,N/A,N/A,9,tt5073856,N/A
Episode #1.1,2015,TV-PG,30 min,"Comedy, Fantasy",Ben Gosling Fuller,Daniel Peacock,"Sarah Alexander, Jo Joyner, Nicholas Burns","Magistrate Marley Wise has an inattentive husband with a failed business, and a lover who is a little too sure of their relationship. A series of accidents leave both men and the female local vicar dead and only Marley can see their ghosts.",English,United Kingdom,N/A,7.5,35,tt5073884,N/A
Hershey Addiction,2015,TV-PG,43 min,Reality-TV,N/A,N/A,"Anthony Melchiorri, Britany Simon, Joe Schrank","Anthony is in Hershey, PA, mecca for thrill-riders &amp; chocoholics. But the GM of the struggling Simmons Motel has a more serious addiction, so they hold an intervention to help him see he's hurting the business and his family.",N/A,N/A,N/A,N/A,7,tt5073900,N/A
Terrell Owens,2015,N/A,N/A,"Documentary, Biography, Sport",N/A,N/A,"Joe Banner, Patrick Crayton, Brian Dawkins, Hugh Douglas","A look at the football career of Terrell Owens, who first became a star in the 1998 playoffs and felt expressing himself would better ingratiate himself with others, but this led to misunderstandings and controversy amid spectacular play.",N/A,N/A,N/A,7.3,28,tt5073926,N/A
Double Life,2015,TV-PG,42 min,"Crime, Drama, Mystery",Gary Harvey,"Maureen Jennings, R.B. Carney, Cal Coons","Yannick Bisson, Thomas Craig, Helene Joy","It is the eve of Dr Grace's departure for England, when a young suffragette is murdered. Murdoch is called to investigate.",English,Canada,N/A,8.3,362,tt5073928,N/A
Episode #1.1,2000,N/A,N/A,Drama,N/A,N/A,Dawn Matthews,N/A,N/A,N/A,N/A,N/A,N/A,tt5073936,N/A
24 Hours Til Doomsday,2015,TV-PG,42 min,"Crime, Drama, Mystery",Gary Harvey,"Maureen Jennings, R.B. Carney, Cal Coons","Yannick Bisson, Thomas Craig, Helene Joy",Murdoch is summoned by no less than Prime Minister Laurier to head off the launch of an explosive-armed missile set to be fired from Canada to New York City unless a ransom demand of $4 million is met within the next 24 hours.,English,Canada,N/A,N/A,258,tt5073938,N/A
Vidago Palace,2017,N/A,N/A,"Drama, History, Romance",N/A,Henrique Oliveira,"Mikaela Lupu, David Seijo, Pedro Barroso","Vidago Palace is set on 1936 and tells us a love story between two young people from different classes, ready to face all obstacles.","Portuguese, Galician","Portugal, Spain",2 wins & 8 nominations,6.7,227,tt5073948,N/A
Duly Noted,2015,TV-MA,29 min,Reality-TV,N/A,N/A,"Isiah Adams, Ben Affleck, Max Beesley","In the wake of Effie and Pete's fallout, the Farrelly brothers consider their place in the project. Jason takes his digital concerns directly to Ben, much to Effie's dismay, and faces a decision between extra shooting days and shooting on film. Meanwhile, the search for a perfect location continues, causing drama among members of the team, and the cast assembles for a table read in the final days of pre-production.",N/A,N/A,N/A,N/A,34,tt5074014,N/A
Transplanting,2015–,N/A,5 min,"Short, Comedy",N/A,"Lea McLellan, Andrew Vasco","Hayley Heninger, Samantha LeBrocq, Drez Ryan","Maeve, a young New Yorker, decides to escape the city and live the dream in Asheville, NC. Broke and jobless, she does her best to stay positive and make it work.",English,United States,N/A,8.1,29,tt5074020,N/A
We Got a Rat,2015,TV-PG,44 min,"Adventure, Game-Show, Reality-TV",N/A,Charlie Parsons,"Jeff Probst, Spencer Bledsoe, Terry Deitz",The castaways switch from two tribes to three and a castaway is caught sending a message to another tribe.,English,United States,N/A,N/A,200,tt5074042,N/A
Episode #2.1,2015,N/A,47 min,Reality-TV,N/A,N/A,"The Dalton Family, The Delpechitra Family, Adam Densten","The Goggleboxers share their thoughts on the week's TV highlights, including The Bacherlorette Australia, The Celebrity Apprentice Australia, World's Biggest Pets, Australian Story, Nigella Feasts, The X Factor Australia, RBT &amp; Gr...",English,N/A,N/A,N/A,6,tt5074114,N/A
Blazing Pedals/The Chest Hair,2016,TV-G,22 min,Comedy,Ben Pluimer,"Nate Federman, David Ihlenfeld, Kevin Jakubowski","Theodore Barnes, DeVion Harris, Megan Richie",Sam is forced to reveal that he does not know how to ride a bike when he is asked to join a bike relay team; Sam gains a new confidence when he gets his first chest hair.,N/A,N/A,N/A,N/A,6,tt5074116,N/A
