title,year,rated,runtime,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,imdb_id,metascore
Los Presentes,2016,N/A,90 min,Drama,Alejandro Molina,"Enrique Cano, Alejandro Molina","Moisés Arizmendi, Marianna Burelli, Aquiles Cervantes","Ana a former actress gets the chance to reunite herself with a Ophelia, a character she played years back, when she met and fell for the man who is her husband now. However, at this point, her marriage is facing a difficult time. What keeps them together is their 6 year old son. Ana, by becoming Ophelia once again and under these circumstances she suffers a personality split which leads her to an extreme and life changing juncture, something she has never faced before.",Spanish,Mexico,N/A,5.8,8,tt5074118,N/A
Episode #4.3,2015,N/A,N/A,"Documentary, Crime",N/A,N/A,"Rachad Hollis, Kaylan Joseph",N/A,N/A,N/A,N/A,N/A,N/A,tt5074140,N/A
The Damage Done,2016,TV-MA,49 min,"Drama, Horror",Leigh Janiak,"Robert Kirkman, Paul Azaceta, Nathaniel Halpern","Patrick Fugit, Philip Glenister, Wrenn Schmidt",Kyle and Allison revisit their past; Rev. Anderson gets carried away during Remembrance Day.,English,N/A,N/A,N/A,618,tt5074148,N/A
What Lurks Within,2016,TV-MA,49 min,"Drama, Horror",Scott Winant,"Robert Kirkman, Paul Azaceta, Tony Basgallop","Patrick Fugit, Philip Glenister, Wrenn Schmidt",Rev. Anderson finds himself increasingly alienated; Kyle has a stunning revelation from Sidney.,English,United States,N/A,N/A,616,tt5074152,N/A
Close to Home,2016,TV-MA,45 min,"Drama, Horror",Howard Deutch,"Robert Kirkman, Paul Azaceta, Adam Targum","Patrick Fugit, Philip Glenister, Wrenn Schmidt",Kyle searches for Allison. Megan is rocked by surprising news. Anderson makes a bad situation worse.,English,United States,N/A,8.3,703,tt5074158,N/A
This Little Light,2016,TV-MA,48 min,"Drama, Horror",Loni Peristere,"Robert Kirkman, Paul Azaceta, Chris Black","Patrick Fugit, Philip Glenister, Wrenn Schmidt",Kyle and Anderson scour Rome in search of an unexpected perpetrator. Sidney explains his intentions.,English,United States,N/A,8.4,693,tt5074172,N/A
#BeRobin the Movie,2015,N/A,41 min,"Documentary, Short",Kurt Weitzmann,N/A,"Margaret Cho, Michael Pritchard, Rick Overton","A documentary about Margaret Cho's homeless outreach campaign inspired by the philanthropy of Robin Williams. After the death of her friend Robin Williams, Margaret Cho took to the streets of San Francisco with the mantra ""Don't grieve Robin, BE Robin."" What started as Margaret busking on the corner with a bag of socks and a guitar case, rapidly turned into hundreds of musicians, comedians, and homeless advocates spreading food, clothes, money, and awareness in an amazing humanitarian street theater experience. The film that captured these events, is not only entertaining, but deeply moving and above all else inspiring.",English,United States,N/A,N/A,36,tt5074174,N/A
Judge Lady Red,2015–,N/A,N/A,Comedy,N/A,N/A,"Lady Red Couture, Walter Delmar, Dequan Johnson",N/A,English,United States,N/A,N/A,21,tt5074180,N/A
Prison Break-in,2015,N/A,80 min,Comedy,Amy Leigh Hubbard,"Ross K. Bagwell Sr., Alan Gratz, Paul Harrill","Michael McElroy, Jason Benjamin, Jessica Milewicz","Hank Mason lives a modest life in his childhood home. He clings to a pretty girlfriend and works toward a lifestyle that doesn't really suit him. When his father is unable to care for himself and moves back in with Roy, he brings an unfulfilled history with him. Through an avalanche of troubles, father and son realize sometimes you have to break out to break in.",English,United States,N/A,7.9,16,tt5074182,N/A
Celebrity Showdown,2015,TV-G,42 min,"Comedy, Game-Show, Reality-TV",Peter J. Babington,N/A,"Anne Burrell, Rachael Ray, Dean Cain","The celebrity recruits play a competitive game, that tests their food knowledge. Later, they are tasked with creating a signature sandwich.",N/A,N/A,N/A,N/A,15,tt5074194,N/A
He's Fit,2015–,N/A,N/A,Comedy,N/A,N/A,"Walter Delmar, Bryce Eilenberg, Jason Farone","Hosted by ""Hey Qween!"" Lap Dancer, Fitness Trainer and Playgirl Cover Model Greg McKeon, ""He's Fit"" tracks down extremely hot guys and finds out how they got SO FIT!",English,United States,N/A,N/A,N/A,tt5074198,N/A
Buddha Bugs/Now and Zen,2015,TV-Y7,11 min,"Animation, Short, Adventure","Young-Min Kwon, Dong-Young Lee, Dongsoo Lee","Erik Kuska, Jason Plapp, Roger Eschbacher","Jeff Bergman, Dee Bradley Baker, Crispin Freeman","After pillaging a monastery, Yosemite Sam attempts to outwit an enlightened Bugs Bunny to receive the treasure of a lifetime. / When Squeaks finds himself up against a small group of ninjas, Bugs has to come to the rescue.",N/A,N/A,N/A,N/A,65,tt5074216,N/A
The Inside Bugs/Sun Valley Freeze,2015,TV-Y7,11 min,"Animation, Short, Adventure","Young-Min Kwon, Dong-Young Lee, Scott Bern","Erik Kuska, Richard Pursel, Josie Campbell","Jeff Bergman, Matthew Craig, Joshua Funk","Yosemite Sam hopes to make a quick escape from a bank heist, and is surprised to discover Bugs as his getaway driver. / Bugs must do everything he can to protect Bigfoot while not becoming collateral damage himself.",N/A,N/A,N/A,N/A,37,tt5074218,N/A
St. Bugs and the Dragon/Leaf It Alone,2015,TV-Y7,11 min,"Animation, Short, Adventure",Scott Bern,"John Davis Infantino, Kevin Fleming, Erik Kuska","Dee Bradley Baker, Jeff Bergman, Joshua Funk","Sir Littlechin the Knight is on a quest to capture a dragon, but not if Bugs has anything to do with it. / Wile E. Coyote attempts to show Bugs the future of yard maintenance, with limited results.",N/A,N/A,N/A,N/A,19,tt5074220,N/A
The Bigfoot in Bed/World Wide Wabbit,2015,TV-Y7,11 min,"Animation, Short, Adventure",Scott Bern,"Erik Kuska, John Davis Infantino","Jeff Bergman, Bettina Kenney, Maurice LaMarche","Bugs is on a holiday, alone. At least that's what he thinks. Bigfoot is being tracked and bug must stay alive.",N/A,N/A,N/A,N/A,22,tt5074222,N/A
For the Love of Acorns/The Game Is a Foot,2015,TV-Y7,11 min,"Animation, Short, Adventure",Scott Bern,"Justin Becker, Josie Campbell, Steve Clemmons","Carlos Alazraqui, Dee Bradley Baker, Eric Bauza",Bugs and Squeks help a baby dragon escape a dragon slayer.,N/A,N/A,N/A,N/A,19,tt5074224,N/A
The Grim Rabbit/The Wringer,2015,TV-Y7,11 min,"Animation, Short, Adventure","Scott Bern, Erik Kuska","Erik Kuska, Thomas Krajewski","Dee Bradley Baker, Jeff Bergman, Maurice LaMarche",The Grim Rabbit goes after Bugs. / Yosemite Sam hires a Bugs Bunny impersonator to ruin Bugs' popularity not realizing that the impersonator is actually Bugs himself.,N/A,N/A,N/A,N/A,20,tt5074226,N/A
White House Wabbit/Bugsbarian,2015,TV-Y7,11 min,"Animation, Short, Adventure","Jessica Borutski, Sean Petrilak","Matthew Craig, Bill Kopp, Erik Kuska","Carlos Alazraqui, Dee Bradley Baker, Jeff Bergman","Bugs takes a trip to Washington, D.C., where the Vice President tries to catch him to prove that he's actually useful. / A Barbarian and his trusty polar bear, Krakos, stake claim to the entire forest - including Bugs' home.",N/A,N/A,N/A,N/A,20,tt5074236,N/A
Not Lyin' Lion/Ice Ice Bunny,2015,TV-Y7,11 min,"Animation, Short, Adventure","Scott Bern, Sean Petrilak","Matthew Craig, Sean Godsey, Miles Hindman","Dee Bradley Baker, Jeff Bennett, Jeff Bergman","Bugs and Squeaks head to the African Savanna to visit Squeaks' cousin, but first they have to outsmart the very hungry King of the Jungle, Thes. / Bugs is excited for a day of fun in the sun, so when the Winter Stag shows up, deli...",N/A,N/A,N/A,N/A,20,tt5074238,N/A
Wabbit's Wild/All Belts Are Off,2015,TV-Y7,11 min,"Animation, Short, Adventure",Scott Bern,"Josie Campbell, Kevin Kramer, Erik Kuska","Dee Bradley Baker, Jeff Bergman, Maurice LaMarche","Squeaks hosts a last-minute card game at Bugs' house. Bugs is thrilled, until Shifty, a con artist, shows up to ruin the fun. / Yosemite Sam needs a belt, so he robs a men's clothing store. Bugs appears to save the day!",N/A,N/A,N/A,N/A,20,tt5074240,N/A
Wabbit's Best Friend/Annoying Ex-Boydfriend,2015,TV-Y7,11 min,"Animation, Short, Adventure","Erik Kuska, Sean Petrilak","Richard Pursel, John Loy, Erik Kuska","Dee Bradley Baker, Jeff Bergman, Steve Blum","Bugs comes face to face with Jack the Dog Trainer. It's up to him to rescue a pack of dogs. A boy bird named Boyd tries to win back his girlfriend through midnight serenades. Bugs, who is desperate for sleep, realizes the only way...",N/A,N/A,N/A,N/A,21,tt5074242,N/A
Bugs vs Snail/To Catch a Fairy,2015,TV-Y7,11 min,"Animation, Short, Adventure","Scott Bern, Sean Petrilak","Erik Kuska, Joey Clift","Dee Bradley Baker, Jeff Bergman, JP Karliak","Bugs is looking forward to a day of kite flying. First, however, he must make it out his front door and he's stuck inside with a gratuity-wanting delivery snail. / When Bugs wakes up to discover his teeth missing, he must go head ...",N/A,N/A,N/A,N/A,20,tt5074244,N/A
Bugs in the Garden/Scarecrow,2015,TV-Y7,11 min,"Animation, Short, Adventure","Scott Bern, Young-Min Kwon, Dong-Young Lee","Erik Kuska, Mr. Lawrence, Matthew Craig","Carlos Alazraqui, Dee Bradley Baker, Jeff Bergman","Bugs and Wile E. Coyote compete in a garden grow-off! It's nature versus science! May the best man win. / Bugs' trusty GPS gets him lost in a cornfield, where a very scatterbrained Scarecrow desperately tries to do his job.",N/A,N/A,N/A,N/A,23,tt5074248,N/A
Hareplane Mode/Bugs of Steel,2015,TV-Y7,11 min,"Animation, Short, Adventure","Sean Petrilak, Dongsoo Lee, Scott Bern","Frank Caeti, Matthew Craig, Eric Moneypenny","Jeff Bergman, Carlos Alazraqui, JP Karliak","After a run-in with Bugs, Yosemite Sam's cell phone gets scratched. He decides it's time to upgrade, but little does he know that Bugs is there to help. / Rock Hardcase, a fitness guru, shows up to pull a fast one on the unsuspect...",N/A,N/A,N/A,N/A,24,tt5074254,N/A
Big Troubles/Manner Maid,2015,TV-Y7,11 min,"Animation, Short, Adventure","Scott Bern, Dongsoo Lee","Matthew Craig, Erik Kuska, Michael Ludy","Dee Bradley Baker, Eric Bauza, Jeff Bergman",Bugs and Squeaks get a hold of a spray which can enlarge things causing big trouble. / Bugs is spending a nice day at the park until a robot programmed to enforce rules shows up.,N/A,N/A,N/A,N/A,15,tt5074256,N/A
Carrot Before the Horse/Trunk with Power,2015,TV-Y7,11 min,"Animation, Short, Adventure","Scott Bern, Jessica Borutski","Justin Becker, Steve Clemmons, Erik Kuska","Dee Bradley Baker, Jeff Bergman, Kath Soucie","An entitled little girl named Pampreen takes all of Bugs' carrots for her prize pony Puddin. Bugs and Squeaks go on a mission to get them back. / Bugs is running late to catch his flight, but first must get past a toll tree in dir...",N/A,N/A,N/A,N/A,14,tt5074258,N/A
Bugsfoot/Grim on Vacation,2015,TV-Y7,11 min,"Animation, Short, Adventure","Young-Min Kwon, Dong-Young Lee, Scott Bern","Erik Kuska, Jason Plapp","Jeff Bergman, Matthew Craig, Joshua Funk","Bugs attempts the path less traveled, and finds himself in yet another stand-off between the Hazmats and Bigfoot. / The Grim Rabbit takes a vacation, only to discover Bugs is there too. Despite his wife's ultimatum of ""No Smiting,...",N/A,N/A,N/A,N/A,18,tt5074260,N/A
Snow Wabbit/Aromatherapest,2015,N/A,11 min,"Animation, Short, Adventure","Young-Min Kwon, Dong-Young Lee, Scott Bern","Rebecca Sage Allen, Matthew Craig, Paul Dini","Jeff Bergman, JP Karliak, Candi Milo",Bugs and a Snowman fight over who should get the carrot. / Bugs and Wile get skunked. Who has the better way to recover from such a smelly situation? It's nature versus science! May the best man win!,N/A,N/A,N/A,N/A,22,tt5074264,N/A
Careful What You Wish For,2015,N/A,2 min,"Animation, Comedy, Fantasy",Aliki Theofilopoulos,N/A,"Mitchell Hope, Unknown Actress, Cameron Boyce, Dove Cameron",N/A,N/A,N/A,N/A,N/A,N/A,tt5074268,N/A
Raising Your Spirits/Dust Bugster,2015,N/A,11 min,"Animation, Short, Adventure","Dongsoo Lee, Scott Bern, Sean Petrilak","Matthew Craig, Amanda Blake Davis, Brendan O. Kelly","Dee Bradley Baker, Jeff Bergman, Crispin Freeman","A Ghost visits Bugs and battles him for his bedsheet. / Bugs allows his house to get so dirty a giant dust bunny forms. When Bugs decides the house isn't big enough for the two of them, a battle ensues.",N/A,N/A,N/A,N/A,19,tt5074270,N/A
The Eccentric Daughter-in-Law,2015–,N/A,N/A,"Comedy, Drama",N/A,N/A,"Du-shim Ko, Soo-young Ryu, Son Eun-seo","""The Eccentric Daughter-in-Law"" is the portray of the real meaning of family through the conflict and reconciliation happening amongst the various shenanigans between in-laws that range from entertaining to dramatic.",Korean,South Korea,N/A,6.5,47,tt5074306,N/A
Their Italy,2012,N/A,N/A,Documentary,N/A,Vladimir Pozner,"Vladimir Pozner, Ivan Urgant, Franco Zeffirelli","The hosts meet at the dinner table with famous Italians. They tell the hosts about the main sights of Italy and the most significant local dishes and drinks. After that, the hosts visit the named places and taste these dishes.",Russian,Russia,N/A,7.1,39,tt5074314,N/A
Vse vernetsya,2014–,N/A,N/A,N/A,N/A,N/A,"Aleksandra Kuzenkina, Valentin Tomusyak, Valeriya Fedorovich","Should a tragic accident or an innocent mistake be severely punished? And if so, on what criteria should guilt be judged and indeed, who should administer the punishment? Natasha Korsunova is a young, beautiful and smart woman full of love, understanding and respect. Her father is a respected doctor, who has delivered many babies into this world. One day, however, he fails to save a mother and her baby during childbirth, and mad with grief, husband and father Aleksandr Maltev blames Natasha's father for their deaths. A year or so passes, and the lives of our heroes have not changed significantly. One morning, while out jogging, Natasha meets a mysterious young man who, unbeknown to her, is Aleksandr. Aleksandr immediately captures her heart. There is something different about him, and she soon falls in love. But when she introduces her new friend to her father, Aleksandr suddenly disappears from her life. Was Aleksandr's acquaintance with Natasha part of his plan for revenge? Or did his feelings of hatred spill over onto an innocent young girl? Was his grief too much to bear, and what is real love capable of? Our heroes must try to find the answers to these questions before they can move on with their lives.",Russian,"Russia, Ukraine",N/A,N/A,7,tt5074338,N/A
Tolko ne otpuskay menya,2014–,N/A,N/A,N/A,N/A,N/A,"Petro Mironov, Oksana Voronina, Anna Adamovich","Natasha Konopliova works as nurse at a hospital. She lives together with her mother, modestly but with dignity. Having raised Natasha as a single parent, her mother tries to instil the best human values in her daughter - honesty, determination and a responsible approach to her work. She wants to avoid any influence from Natasha's good-for-nothing father, an alcoholic who will do anything to get his next drink. After splitting up with her husband, Natasha's mother had taken to her bed and lost the ability to walk as a result of the stress caused by the break-up. Natasha's boss, who is head of the department where she works, allows his 'best nurse' to take her mother to their hospital for treatment. Natasha tries to get help from her father, but he cheats on her yet again and steals her wages. Meanwhile, in another part of the city lives Lera Kuzina, the daughter of wealthy parents. Lera lacks self-control, and her parents continue to spoil their daughter, showering her with money. Nightclubs are her favourite places, where she indulges her habits of vodka and drugs. One day, when a delirious and desperate Lera is about to jump from her balcony, Natasha, who happens to be passing by, saves her life. Fate has somehow thrown our two heroines together, giving them an opportunity to help each other and sort out their problems once and for all.",Russian,"Ukraine, Russia",N/A,N/A,7,tt5074342,N/A
